customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C00777,Male,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),53.63,3861.36,No
C00778,Female,0,Yes,Yes,5,Yes,No,No,No,No,No,No,No,No,Two year,No,Electronic check,27.06,135.3,No
C00779,Male,0,No,Yes,57,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),111.46,6353.22,No
C00780,Female,0,No,No,33,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,25.72,848.76,No
C00781,Female,0,No,No,69,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),55.05,3798.45,No
C00782,Female,0,No,No,33,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,94.92,3132.36,No
C00783,Female,0,No,No,14,Yes,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,35.62,498.68,No
C00784,Female,0,Yes,Yes,20,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,25.56,511.2,No
C00785,Male,0,Yes,Yes,57,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,20.23,1153.11,No
C00786,Male,1,No,Yes,66,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,117.95,7784.7,Yes
C00787,Female,0,Yes,Yes,69,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),63.29,4367.01,No
C00788,Male,0,Yes,No,49,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),27.95,1369.55,No
C00789,Female,0,No,No,35,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),68.8,2408.0,No
C00790,Male,0,No,No,22,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,22.88,503.36,No
C00791,Male,0,Yes,Yes,20,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),25.95,519.0,Yes
C00792,Male,0,Yes,No,66,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,68.72,4535.52,Yes
C00793,Female,1,No,Yes,27,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),97.32,2627.64,No
C00794,Male,0,No,Yes,59,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),25.42,1499.78,No
C00795,Female,1,No,No,65,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),58.19,3782.35,No
C00796,Male,0,No,No,59,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,101.56,5992.04,No
C00797,Female,0,No,No,22,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),32.5,715.0,No
C00798,Male,0,Yes,Yes,65,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),51.08,3320.2,No
C00799,Female,0,No,Yes,36,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),115.78,4168.08,No
C00800,Male,0,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,63.2,2907.2,No
C00801,Female,1,No,No,17,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,84.86,1442.62,No
C00802,Female,0,No,No,25,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,80.38,2009.5,No
C00803,Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,50.63,1367.01,No
C00804,Male,0,Yes,No,41,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.84,1018.44,No
C00805,Male,0,No,No,23,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,53.5,1230.5,No
C00806,Female,0,Yes,No,69,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,55.4,3822.6,No
C00807,Male,0,No,No,50,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),34.65,1732.5,No
C00808,Female,0,No,Yes,48,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,26.66,1279.68,No
C00809,Female,0,Yes,Yes,36,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),115.29,4150.44,No
C00810,Male,0,Yes,Yes,65,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.07,1629.55,No
C00811,Female,0,Yes,No,6,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),105.98,635.88,No
C00812,Female,1,No,No,54,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),110.19,5950.26,Yes
C00813,Male,0,Yes,Yes,2,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),32.6,65.2,No
C00814,Male,0,Yes,No,40,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Electronic check,28.85,1154.0,No
C00815,Male,1,Yes,Yes,18,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,107.73,1939.14,No
C00816,Male,0,Yes,Yes,57,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,64.08,3652.56,No
C00817,Female,0,No,Yes,54,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),51.98,2806.92,No
C00818,Male,0,Yes,Yes,3,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,78.68,236.04,No
C00819,Female,0,Yes,Yes,38,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,57.83,2197.54,No
C00820,Female,0,Yes,Yes,21,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,102.27,2147.67,No
C00821,Female,0,No,Yes,35,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,106.41,3724.35,Yes
C00822,Male,1,Yes,No,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,86.05,2323.35,No
C00823,Female,0,Yes,Yes,63,Yes,Yes,No,No,No,No,No,No,No,One year,No,Electronic check,21.53,1356.39,No
C00824,Male,0,No,No,46,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),113.97,5242.62,No
C00825,Female,0,Yes,Yes,49,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,30.11,1475.39,No
C00826,Male,1,Yes,No,61,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),77.49,4726.89,No
C00827,Male,0,No,No,22,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,30.43,669.46,No
C00828,Female,1,No,Yes,67,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),79.02,5294.34,Yes
C00829,Male,0,No,Yes,37,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),78.78,2914.86,No
C00830,Male,0,No,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,80.07,1841.61,No
C00831,Male,1,Yes,Yes,6,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),105.26,631.56,No
C00832,Female,0,No,No,30,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),20.38,611.4,Yes
C00833,Male,1,Yes,Yes,10,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,94.42,944.2,Yes
C00834,Male,0,Yes,No,28,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),26.22,734.16,Yes
C00835,Male,0,No,Yes,19,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,73.5,1396.5,No
C00836,Female,0,Yes,Yes,9,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,79.1,711.9,Yes
C00837,Male,0,No,No,40,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,99.15,3966.0,Yes
C00838,Female,0,Yes,No,13,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Mailed check,110.94,1442.22,No
C00839,Male,0,Yes,Yes,48,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),32.11,1541.28,Yes
C00840,Female,0,Yes,Yes,26,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),85.86,2232.36,Yes
C00841,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),64.3,4308.1,No
C00842,Female,0,Yes,Yes,62,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),35.86,2223.32,Yes
C00843,Male,0,No,No,29,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.99,2725.71,No
C00844,Female,0,Yes,Yes,25,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),101.19,2529.75,No
C00845,Female,0,No,Yes,41,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,83.96,3442.36,No
C00846,Female,0,No,No,29,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,23.67,686.43,No
C00847,Female,1,Yes,No,3,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),50.94,152.82,Yes
C00848,Female,0,No,No,18,Yes,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,38.04,684.72,No
C00849,Male,0,No,No,22,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),83.55,1838.1,Yes
C00850,Male,0,Yes,No,57,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),39.63,2258.91,No
C00851,Male,0,No,No,20,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,119.8,2396.0,No
C00852,Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),74.54,223.62,No
C00853,Male,0,No,No,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,76.21,4725.02,No
C00854,Female,0,No,Yes,30,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,24.35,730.5,No
C00855,Male,0,Yes,No,31,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,36.09,1118.79,No
C00856,Female,0,Yes,Yes,25,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,90.67,2266.75,No
C00857,Female,0,No,Yes,45,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),74.51,3352.95,No
C00858,Female,0,No,Yes,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),99.93,6395.52,No
C00859,Female,0,Yes,No,6,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,35.0,210.0,No
C00860,Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.32,240.96,No
C00861,Female,1,Yes,Yes,62,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),23.13,1434.06,No
C00862,Female,0,Yes,No,54,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),77.03,4159.62,No
C00863,Female,0,Yes,No,59,Yes,No,No,No,No,No,No,No,No,Two year,No,Electronic check,37.23,2196.57,No
C00864,Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,63.15,694.65,Yes
C00865,Female,0,Yes,Yes,12,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),81.07,972.84,No
C00866,Male,1,No,Yes,62,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,98.47,6105.14,No
C00867,Female,1,No,No,61,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),26.49,1615.89,No
C00868,Male,0,No,Yes,13,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Mailed check,95.83,1245.79,No
C00869,Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),107.05,5673.65,No
C00870,Male,0,Yes,No,70,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,105.07,7354.9,No
C00871,Male,0,Yes,Yes,33,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),28.65,945.45,Yes
C00872,Female,0,Yes,Yes,70,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),79.07,5534.9,No
C00873,Female,0,No,Yes,60,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),20.78,1246.8,No
C00874,Male,0,Yes,Yes,56,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,64.07,3587.92,No
C00875,Male,0,Yes,Yes,71,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,39.92,2834.32,No
C00876,Female,1,No,No,54,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Electronic check,34.14,1843.56,No
C00877,Female,0,Yes,Yes,12,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),72.86,874.32,No
C00878,Female,0,No,Yes,67,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),39.95,2676.65,No
C00879,Female,0,Yes,Yes,13,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.11,768.43,Yes
C00880,Male,0,Yes,No,54,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.63,4840.02,No
C00881,Male,0,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),51.1,1788.5,Yes
C00882,Female,1,No,Yes,49,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),35.25,1727.25,Yes
C00883,Female,0,No,No,58,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,89.44,5187.52,No
C00884,Male,1,Yes,Yes,10,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,27.81,278.1,Yes
C00885,Female,0,Yes,Yes,19,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.96,1538.24,No
C00886,Female,0,No,No,20,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),89.86,1797.2,No
C00887,Female,0,No,Yes,55,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),32.37,1780.35,No
C00888,Male,0,Yes,Yes,21,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,39.62,832.02,No
C00889,Female,0,No,No,38,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),91.52,3477.76,Yes
C00890,Female,0,No,Yes,18,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),75.37,1356.66,No
C00891,Female,0,Yes,Yes,21,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,32.63,685.23,Yes
C00892,Male,0,Yes,Yes,54,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,69.27,3740.58,Yes
C00893,Female,0,No,Yes,4,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,78.97,315.88,No
C00894,Female,0,No,No,47,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,29.06,1365.82,No
C00895,Male,0,Yes,Yes,50,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),35.58,1779.0,No
C00896,Male,0,No,Yes,12,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,81.84,982.08,No
C00897,Female,1,Yes,Yes,28,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),84.19,2357.32,No
C00898,Male,0,No,Yes,37,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),108.37,4009.69,No
C00899,Male,0,No,Yes,72,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),56.64,4078.08,No
C00900,Male,0,No,No,29,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,79.63,2309.27,Yes
C00901,Male,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),111.8,6149.0,No
C00902,Male,0,No,No,45,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),118.33,5324.85,No
C00903,Male,0,No,No,35,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),64.04,2241.4,No
C00904,Female,0,Yes,No,57,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),29.3,1670.1,No
C00905,Female,0,Yes,Yes,20,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,74.33,1486.6,No
C00906,Male,0,No,No,17,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,109.68,1864.56,No
C00907,Male,0,No,Yes,11,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,105.26,1157.86,Yes
C00908,Male,0,No,No,20,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),53.87,1077.4,No
C00909,Male,0,Yes,Yes,15,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,60.31,904.65,No
C00910,Male,0,Yes,Yes,40,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,58.01,2320.4,Yes
C00911,Female,0,No,Yes,11,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),72.84,801.24,No
C00912,Female,0,No,Yes,60,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,36.53,2191.8,No
C00913,Female,0,Yes,No,13,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,54.38,706.94,No
C00914,Male,0,Yes,No,64,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,21.53,1377.92,No
C00915,Female,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),83.92,1846.24,No
C00916,Male,0,No,Yes,62,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,59.6,3695.2,No
C00917,Female,0,Yes,Yes,24,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),93.68,2248.32,No
C00918,Male,0,No,No,17,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,80.92,1375.64,No
C00919,Female,0,No,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),53.99,2969.45,No
C00920,Male,0,No,Yes,13,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,26.94,350.22,No
C00921,Male,1,No,Yes,17,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,37.24,633.08,No
C00922,Female,0,No,No,39,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),89.38,3485.82,No
C00923,Male,1,Yes,Yes,63,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),89.17,5617.71,No
C00924,Male,0,Yes,No,48,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),28.14,1350.72,No
C00925,Male,0,No,No,62,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Mailed check,113.23,7020.26,No
C00926,Male,0,No,Yes,6,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,31.35,188.1,Yes
C00927,Male,0,No,No,54,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,66.09,3568.86,No
C00928,Female,0,No,Yes,32,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,69.56,2225.92,Yes
C00929,Female,1,Yes,No,53,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),25.57,1355.21,No
C00930,Female,0,No,Yes,22,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,92.27,2029.94,No
C00931,Male,0,Yes,No,62,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),22.86,1417.32,No
C00932,Female,0,Yes,Yes,3,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),37.88,113.64,Yes
C00933,Male,0,Yes,Yes,69,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),23.5,1621.5,No
C00934,Female,0,Yes,No,22,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),102.62,2257.64,No
C00935,Male,0,Yes,Yes,49,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Mailed check,93.91,4601.59,No
C00936,Male,0,No,Yes,1,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),74.59,74.59,Yes
C00937,Male,0,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),70.4,1619.2,No
C00938,Female,0,No,No,59,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),91.3,5386.7,Yes
C00939,Male,0,Yes,No,61,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,23.09,1408.49,No
C00940,Male,0,Yes,Yes,17,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,99.29,1687.93,No
C00941,Male,0,Yes,Yes,13,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),33.49,435.37,No
C00942,Male,0,Yes,Yes,40,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,65.87,2634.8,No
C00943,Female,0,No,No,53,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),53.52,2836.56,Yes
C00944,Male,0,Yes,No,52,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),38.57,2005.64,No
C00945,Male,0,No,No,9,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,26.72,240.48,Yes
C00946,Male,0,Yes,Yes,57,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,63.24,3604.68,No
C00947,Male,0,No,No,42,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),27.84,1169.28,No
C00948,Female,0,No,Yes,17,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,No,Electronic check,64.75,1100.75,No
C00949,Male,1,No,Yes,40,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,115.04,4601.6,No
C00950,Male,0,No,Yes,37,Yes,No,No,No,No,No,No,No,No,Two year,No,Electronic check,34.99,1294.63,No
C00951,Male,0,Yes,Yes,49,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),24.69,1209.81,No
C00952,Female,0,No,Yes,66,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),96.75,6385.5,No
C00953,Female,0,No,No,17,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),95.74,1627.58,Yes
C00954,Male,0,Yes,Yes,38,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),116.3,4419.4,No
C00955,Female,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,69.71,3415.79,No
C00956,Female,0,No,Yes,32,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),88.01,2816.32,No
C00957,Female,0,Yes,No,58,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),69.47,4029.26,Yes
C00958,Female,0,No,Yes,28,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.22,706.16,No
C00959,Male,0,No,Yes,63,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Electronic check,39.7,2501.1,No
C00960,Male,0,Yes,Yes,38,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),54.33,2064.54,Yes
C00961,Female,0,Yes,No,31,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),60.53,1876.43,No
C00962,Female,0,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),63.26,2150.84,Yes
C00963,Male,0,Yes,No,26,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),95.33,2478.58,No
C00964,Female,0,No,Yes,24,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Mailed check,107.22,2573.28,No
C00965,Male,0,No,No,15,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),82.37,1235.55,No
C00966,Male,0,Yes,No,47,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,28.05,1318.35,No
C00967,Female,1,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,71.97,287.88,No
C00968,Female,0,No,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),62.92,4152.72,No
C00969,Female,0,Yes,Yes,49,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),107.57,5270.93,Yes
C00970,Female,0,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),97.75,3714.5,No
